CID,BDATE,GEN
NASAW00025792,2003-12-08,Female
NASAW00025793,1984-10-01,Male
NASAW00025794,1954-04-28,Female
NASAW00025795,1981-12-31,Female
NASAW00025796,2005-05-22,Female
NASAW00025797,1969-04-29,Male
NASAW00025798,1958-05-06,Male
NASAW00025799,1946-08-26,Female
NASAW00025800,1993-07-17,Female
NASAW00025801,1985-07-31,Male
NASAW00025802,1967-12-19,Female
NASAW00025803,1976-03-29,Female
NASAW00025804,1993-04-04,Male
NASAW00025805,1985-02-07,Male
NASAW00025806,1966-01-09,
NASAW00025807,1948-03-17,Female
NASAW00025808,1950-10-25,Female
NASAW00025809,1988-10-16,Female
NASAW00025810,1946-06-07,Male
NASAW00025811,1964-05-21,Male
NASAW00025812,2004-01-09,Female
NASAW00025813,1979-04-05,Male
NASAW00025814,1969-11-08,Female
NASAW00025815,1992-12-21,Female
NASAW00025816,1981-05-26,Male
NASAW00025817,2002-06-25,Male
NASAW00025818,1982-09-11,Male
NASAW00025819,1995-12-13,Male
NASAW00025820,2004-07-25,Male
NASAW00025821,2004-04-09,Female
NASAW00025822,2002-04-20,Male
NASAW00025823,1964-12-24,Male
NASAW00025824,1977-09-16,Male
NASAW00025825,1966-08-26,Male
NASAW00025826,1947-05-13,Female
NASAW00025827,1998-04-21,Female
NASAW00025828,1972-05-22,Female
NASAW00025829,1950-05-20,Male
NASAW00025830,1974-06-25,Male
NASAW00025831,2000-04-14,Male
NASAW00025832,1989-05-14,Male
NASAW00025833,2001-02-27,Male
NASAW00025834,1983-12-09,Male
NASAW00025835,1946-11-23,Female
NASAW00025836,2005-11-03,Female
NASAW00025837,1991-11-21,Female
NASAW00025838,1972-08-29,Female
NASAW00025839,2002-04-20,Female
NASAW00025840,1953-08-13,Female
NASAW00025841,2006-06-10,Female
NASAW00025842,1959-08-23,Female
NASAW00025843,1987-01-22,Male
NASAW00025844,1975-09-17,Female
NASAW00025845,1994-09-26,Male
NASAW00025846,1967-11-16,Female
NASAW00025847,1988-06-20,Female
NASAW00025848,1988-06-09,Male
NASAW00025849,1948-01-03,Male
NASAW00025850,1952-06-29,Female
NASAW00025851,1953-04-15,Female
NASAW00025852,1960-12-23,Female
NASAW00025853,1999-10-18,Female
NASAW00025854,1982-08-16,Male
NASAW00025855,1999-09-24,Female
NASAW00025856,1990-05-27,Male
NASAW00025857,1977-07-23,Male
NASAW00025858,1952-06-04,
NASAW00025859,1981-03-15,Female
NASAW00025860,2000-11-14,Male
NASAW00025861,1984-10-01,Female
NASAW00025862,1987-06-24,Female
NASAW00025863,1996-10-15,Male
NASAW00025864,1982-12-02,Male
NASAW00025865,2000-05-09,Female
NASAW00025866,1978-04-06,Female
NASAW00025867,1967-12-22,Male
NASAW00025868,1953-03-15,Male
NASAW00025869,1955-07-08,Female
NASAW00025870,1987-10-27,Female
NASAW00025871,1953-12-10,Female
NASAW00025872,1954-03-18,Female
NASAW00025873,1978-01-20,Male
NASAW00025874,1959-02-04,Male
NASAW00025875,1987-03-21,Male
NASAW00025876,1999-09-16,Male
NASAW00025877,1986-07-11,Male
NASAW00025878,1973-09-09,Male
NASAW00025879,1958-03-17,Female
NASAW00025880,1957-12-27,Male
NASAW00025881,1996-01-16,Female
NASAW00025882,1996-09-07,Female
NASAW00025883,1984-03-22,Male
NASAW00025884,1989-01-13,Male
NASAW00025885,1978-07-15,F
NASAW00025886,1968-03-28,Female
NASAW00025887,1974-04-03,Male
NASAW00025888,1972-05-07,Male
NASAW00025889,2000-01-03,Male
NASAW00025890,1987-09-10,Male
NASAW00025891,1991-08-07,Female
NASAW00025892,1976-02-28,Male
NASAW00025893,1996-09-22,Female
NASAW00025894,1947-02-03,Male
NASAW00025895,2001-07-11,Female
NASAW00025896,1964-07-09,Male
NASAW00025897,1977-12-11,Male
NASAW00025898,2005-09-08,Male
NASAW00025899,1963-03-15,Male
NASAW00025900,1981-09-03,Female
NASAW00025901,1946-10-21,Female
NASAW00025902,1962-10-05,Female
NASAW00025903,1947-03-13,Male
NASAW00025904,1971-12-25,Female
NASAW00025905,1984-10-26,Female
NASAW00025906,1979-01-25,Female
NASAW00025907,1963-12-24,Male
NASAW00025908,1966-03-17,Female
NASAW00025909,1945-09-16,Female
NASAW00025910,1967-04-08,Male
NASAW00025911,1960-10-10,Male
NASAW00025912,2004-02-13,Female
NASAW00025913,1974-08-13,Female
NASAW00025914,1962-07-09,Female
NASAW00025915,1979-11-23,Female
NASAW00025916,1974-10-20,Female
NASAW00025917,1979-05-27,Male
NASAW00025918,1958-09-29,female
NASAW00025919,1963-06-10,Female
NASAW00025920,1968-01-02,Male
NASAW00025921,1997-10-05,Female
NASAW00025922,1955-12-13,Male
NASAW00025923,1985-02-25,Female
NASAW00025924,1948-12-24,Female
NASAW00025925,1996-03-01,Male
NASAW00025926,1999-04-19,Female
NASAW00025927,1951-08-30,F
NASAW00025928,2004-01-14,Male
NASAW00025929,1991-07-15,Male
NASAW00025930,1951-05-03,Female
NASAW00025931,1946-04-28,Male
NASAW00025932,1988-06-28,Female
NASAW00025933,1954-06-30,Male
NASAW00025934,1982-10-26,Male
NASAW00025935,1977-04-29,Female
NASAW00025936,2003-06-09,Female
NASAW00025937,1960-10-22,Male
NASAW00025938,2006-08-06,Female
NASAW00025939,1951-07-31,Female
NASAW00025940,1960-01-31,Male
NASAW00025941,2005-10-08,Female
NASAW00025942,1947-10-15,Male
NASAW00025943,1945-04-29,Female
NASAW00025944,1998-06-16,Male
NASAW00025945,1980-11-28,
NASAW00025946,1982-02-21,Female
NASAW00025947,1995-02-04,Female
NASAW00025948,1968-06-03,Female
NASAW00025949,1963-10-16,Female
NASAW00025950,1957-01-19,Male
NASAW00025951,1960-08-04,Female
NASAW00025952,1989-06-24,Male
NASAW00025953,1995-02-27,Male
NASAW00025954,1951-07-09,Male
NASAW00025955,2006-05-12,Male
NASAW00025956,1972-04-24,Female
NASAW00025957,1966-08-05,Female
NASAW00025958,1996-02-20,Female
NASAW00025959,1978-09-19,Female
NASAW00025960,1960-11-04,Male
NASAW00025961,1994-11-23,Male
NASAW00025962,1950-11-24,Female
NASAW00025963,1970-01-21,Male
NASAW00025964,1965-06-29,Male
NASAW00025965,1979-09-03,Female
NASAW00025966,1972-09-26,Male
NASAW00025967,1950-02-20,Male
NASAW00025968,1954-08-04,Female
NASAW00025969,1992-05-09,Male
NASAW00025970,1972-09-02,Male
NASAW00025971,1957-08-11,Female
NASAW00025972,1992-03-07,Male
NASAW00025973,1952-02-14,Male
NASAW00025974,1947-03-04,Male
NASAW00025975,1968-06-24,Female
NASAW00025976,1956-09-09,Male
NASAW00025977,1980-07-20,Male
NASAW00025978,1945-11-14,Male
NASAW00025979,1953-09-10,Male
NASAW00025980,1951-03-26,Male
NASAW00025981,1974-01-21,Female
NASAW00025982,2029-12-31,Male
NASAW00025983,1993-09-26,Male
NASAW00025984,1964-04-26,Male
NASAW00025985,1960-11-05,male
NASAW00025986,2003-07-22,Male
NASAW00025987,1998-07-16,Male
NASAW00025988,1969-11-15,Female
NASAW00025989,1952-05-22,Male
NASAW00025990,1981-02-25,F
NASAW00025991,1989-06-10,Female
NASAW00025992,1959-01-23,female
NASAW00025993,1970-05-01,Male
NASAW00025994,1983-12-06,Male
NASAW00025995,2006-11-23,Female
NASAW00025996,1965-07-08,Male
NASAW00025997,1977-07-07,F
NASAW00025998,1961-10-27,Female
NASAW00025999,1951-02-14,
NASAW00026000,1996-09-10,Male
NASAW00026001,1988-07-17,Female
NASAW00026002,2004-09-16,Female
NASAW00026003,1954-01-07,Male
NASAW00026004,1947-08-19,Female
NASAW00026005,1963-03-20,Male
NASAW00026006,1971-04-29,Female
NASAW00026007,1972-10-04,Male
NASAW00026008,1975-04-28,Female
NASAW00026009,1982-03-22,Male
NASAW00026010,1995-07-21,Female
NASAW00026011,1965-03-19,Female
NASAW00026012,1988-02-10,Male
NASAW00026013,1999-04-13,Female
NASAW00026014,1990-04-02,Male
NASAW00026015,1947-06-26,Female
NASAW00026016,1954-02-24,Female
NASAW00026017,1988-10-17,Male
NASAW00026018,1972-10-26,Male
NASAW00026019,2003-03-04,Female
NASAW00026020,1977-07-17,
NASAW00026021,1900-01-01,Female
NASAW00026022,2001-10-20,Female
NASAW00026023,1977-05-14,Female
NASAW00026024,1979-11-09,Female
NASAW00026025,2002-09-03,Male
NASAW00026026,1990-01-14,Male
NASAW00026027,1957-08-08,Male
NASAW00026028,2029-12-31,Female
NASAW00026029,1954-06-08,Male
NASAW00026030,1981-06-03,Male
NASAW00026031,1988-08-28,Male
NASAW00026032,1985-12-13,Male
NASAW00026033,1996-11-21,Female
NASAW00026034,1986-05-27,Female
NASAW00026035,1946-11-16,Male
NASAW00026036,1980-02-14,Male
NASAW00026037,2005-06-08,Female
NASAW00026038,1962-08-11,Female
NASAW00026039,1976-01-09,Female
NASAW00026040,1959-10-10,Male
NASAW00026041,1968-01-25,Female
NASAW00026042,1952-03-17,Male
NASAW00026043,1979-05-28,Female
NASAW00026044,1965-05-30,Female
NASAW00026045,1971-07-02,Female
NASAW00026046,1957-10-19,Female
NASAW00026047,1955-04-27,Female
NASAW00026048,1971-07-04,Male
NASAW00026049,1971-08-11,Female
NASAW00026050,1976-11-10,male
NASAW00026051,1949-07-27,Male
NASAW00026052,1983-04-08,Female
NASAW00026053,1972-05-13,Female
NASAW00026054,1983-02-08,Female
NASAW00026055,1957-02-18,Male
NASAW00026056,1998-03-31,Female
NASAW00026057,2001-06-13,Male
NASAW00026058,1995-09-26,Male
NASAW00026059,1968-06-03,Male
NASAW00026060,1968-09-11,Female
NASAW00026061,1984-08-25,Male
NASAW00026062,1982-07-14,M
NASAW00026063,1955-01-30,Female
NASAW00026064,1946-02-22,Female
NASAW00026065,1960-03-26,Male
NASAW00026066,2004-04-12,Male
NASAW00026067,1967-11-04,Female
NASAW00026068,1982-10-17,Male
NASAW00026069,1993-12-25,male
NASAW00026070,1976-01-30,Male
NASAW00026071,1989-02-13,Male
NASAW00026072,1953-08-19,Female
NASAW00026073,2000-02-03,
NASAW00026074,1994-04-15,Male
NASAW00026075,1994-09-04,Male
NASAW00026076,2000-01-18,Female
NASAW00026077,2000-06-25,Male
NASAW00026078,1947-05-12,Male
NASAW00026079,1997-06-27,Female
NASAW00026080,1983-12-11,Male
NASAW00026081,1950-06-19,Female
NASAW00026082,1970-07-24,Female
NASAW00026083,1988-01-08,Female
NASAW00026084,1994-10-17,Female
NASAW00026085,1960-03-19,Male
NASAW00026086,1994-10-19,Female
NASAW00026087,1950-03-15,Male
NASAW00026088,2003-03-16,Female
NASAW00026089,1967-03-27,Male
NASAW00026090,1976-12-15,Male
NASAW00026091,1997-01-17,Male
NASAW00026092,1991-03-04,Male
NASAW00026093,1957-12-10,Female
NASAW00026094,1954-08-10,Male
NASAW00026095,1973-12-02,Male
NASAW00026096,1946-01-03,Female
NASAW00026097,1975-04-08,Male
NASAW00026098,1993-02-25,Male
NASAW00026099,1995-06-29,Male
NASAW00026100,1976-04-20,Male
NASAW00026101,1999-04-03,Male
NASAW00026102,1975-05-27,Female
NASAW00026103,1988-11-14,Male
NASAW00026104,2005-03-05,Male
NASAW00026105,1965-05-14,Female
NASAW00026106,1946-09-01,Female
NASAW00026107,2002-03-07,Female
NASAW00026108,1998-02-26,Male
NASAW00026109,1997-03-09,Male
NASAW00026110,1946-07-24,Female
NASAW00026111,1954-02-10,Male
NASAW00026112,1998-12-31,Female
NASAW00026113,1971-04-23,Female
NASAW00026114,1976-04-02,Female
NASAW00026115,1947-03-14,Male
NASAW00026116,1972-10-04,Female
NASAW00026117,1983-12-08,Female
NASAW00026118,1967-01-16,Female
NASAW00026119,1978-06-08,Female
NASAW00026120,1999-07-29,Female
NASAW00026121,2001-01-24,Female
NASAW00026122,1961-02-26,Male
NASAW00026123,1959-09-21,Male
NASAW00026124,1960-01-08,Male
NASAW00026125,1988-11-15,Male
NASAW00026126,2005-09-06,Male
NASAW00026127,1996-03-23,Male
NASAW00026128,1974-04-16,Female
NASAW00026129,2006-04-19,Male
NASAW00026130,1968-10-28,Male
NASAW00026131,1972-08-25,Female
NASAW00026132,1980-08-19,Male
NASAW00026133,1958-06-27,Female
NASAW00026134,1979-07-06,Male
NASAW00026135,2002-07-03,Female
NASAW00026136,1947-12-31,Male
NASAW00026137,1997-04-22,Male
NASAW00026138,1959-05-15,Male
NASAW00026139,1966-05-01,Male
NASAW00026140,1984-08-08,Male
NASAW00026141,1986-06-30,Male
NASAW00026142,1951-01-17,Male
NASAW00026143,1992-02-24,Male
NASAW00026144,1970-10-09,Female
NASAW00026145,2005-06-19,Male
NASAW00026146,1984-03-31,Male
NASAW00026147,1982-02-23,Male
NASAW00026148,1970-09-29,Male
NASAW00026149,1947-04-05,Female
NASAW00026150,1986-05-20,Male
NASAW00026151,1975-11-05,Female
NASAW00026152,1974-01-13,Female
NASAW00026153,1972-05-23,Male
NASAW00026154,1950-10-06,Female
NASAW00026155,1990-12-03,Male
NASAW00026156,1981-04-17,Female
NASAW00026157,2002-02-27,Male
NASAW00026158,1993-12-07,Female
NASAW00026159,1965-01-22,Male
NASAW00026160,1956-03-06,Female
NASAW00026161,1987-07-09,Male
NASAW00026162,1981-04-19,Female
NASAW00026163,1945-11-17,Male
NASAW00026164,2005-10-23,Female
NASAW00026165,1951-02-24,Male
NASAW00026166,2005-03-14,Female
NASAW00026167,1981-01-29,Male
NASAW00026168,1994-11-10,Male
NASAW00026169,1983-10-12,Male
NASAW00026170,1968-07-14,Male
NASAW00026171,1993-11-27,Female
NASAW00026172,1963-02-02,Male
NASAW00026173,2006-11-12,Male
NASAW00026174,1962-01-17,Male
NASAW00026175,1958-08-12,Male
NASAW00026176,1991-08-30,Male
NASAW00026177,1972-05-30,Male
NASAW00026178,1945-04-18,Male
NASAW00026179,1969-11-13,Male
NASAW00026180,1981-01-19,Female
NASAW00026181,1967-11-20,Female
NASAW00026182,1962-09-23,Female
NASAW00026183,1994-10-16,Male
NASAW00026184,1965-12-25,Female
NASAW00026185,2003-03-23,Male
NASAW00026186,2002-01-10,Male
NASAW00026187,1995-02-01,Female
NASAW00026188,1963-08-15,Male
NASAW00026189,1977-10-01,Male
NASAW00026190,1948-01-25,Male
NASAW00026191,1962-12-14,Male
NASAW00026192,1981-08-12,Male
NASAW00026193,1966-12-03,Male
NASAW00026194,1987-06-27,Female
NASAW00026195,1981-03-20,male
NASAW00026196,1989-03-29,Male
NASAW00026197,1987-05-10,Female
NASAW00026198,1992-08-13,Male
NASAW00026199,1975-05-16,Male
NASAW00026200,1997-09-21,Female
NASAW00026201,1993-03-07,Male
NASAW00026202,1984-11-08,Male
NASAW00026203,1998-12-26,Female
NASAW00026204,2001-11-24,Male
NASAW00026205,1994-11-24,Male
NASAW00026206,1985-03-13,Male
NASAW00026207,1969-07-28,Female
NASAW00026208,1967-06-04,Male
NASAW00026209,1982-11-02,Male
NASAW00026210,1966-10-19,Male
NASAW00026211,1948-11-01,Female
NASAW00026212,1990-11-27,Male
NASAW00026213,1975-07-25,Male
NASAW00026214,1965-09-28,Female
NASAW00026215,1989-09-15,Male
NASAW00026216,2005-12-07,Female
NASAW00026217,1989-01-26,Male
NASAW00026218,1969-11-06,Male
NASAW00026219,1958-06-30,Male
NASAW00026220,1967-11-28,Male
NASAW00026221,1959-03-21,male
NASAW00026222,1963-01-31,Male
NASAW00026223,1970-07-26,Female
NASAW00026224,1990-03-14,Male
NASAW00026225,1964-03-16,Female
NASAW00026226,1951-04-21,Male
NASAW00026227,1956-08-28,Female
NASAW00026228,1981-07-15,F
NASAW00026229,1961-11-21,Female
NASAW00026230,2002-06-22,Male
NASAW00026231,1981-07-28,Male
NASAW00026232,1983-04-12,Female
NASAW00026233,1971-03-06,Female
NASAW00026234,1998-04-06,Male
NASAW00026235,1982-04-02,Male
NASAW00026236,2005-08-07,Female
NASAW00026237,1982-05-14,Female
NASAW00026238,1976-09-19,Female
NASAW00026239,1985-08-19,Female
NASAW00026240,1992-01-24,Male
NASAW00026241,2006-09-22,Female
NASAW00026242,1990-04-26,Male
NASAW00026243,1993-01-23,Male
NASAW00026244,1984-06-16,Male
NASAW00026245,1962-01-21,Female
NASAW00026246,1948-05-14,Female
NASAW00026247,1968-12-14,Male
NASAW00026248,1976-07-11,Female
NASAW00026249,1989-07-19,Male
NASAW00026250,1955-10-25,Male
NASAW00026251,2000-06-06,Male
NASAW00026252,1980-09-14,Male
NASAW00026253,1966-01-03,Female
NASAW00026254,1963-09-10,Female
NASAW00026255,1945-03-25,Male
NASAW00026256,1972-04-11,Female
NASAW00026257,1953-01-29,Female
NASAW00026258,1999-10-24,Male
NASAW00026259,1990-12-24,Female
NASAW00026260,1973-08-15,Male
NASAW00026261,1992-01-05,Male
NASAW00026262,2000-02-25,Female
NASAW00026263,1945-04-11,Male
NASAW00026264,2001-01-15,Male
NASAW00026265,1966-01-28,Female
NASAW00026266,1947-11-24,Female
NASAW00026267,1977-12-09,Male
NASAW00026268,1977-03-16,Male
NASAW00026269,1981-03-16,Female
NASAW00026270,1977-09-26,Female
NASAW00026271,1991-10-13,Male
NASAW00026272,1994-10-25,Male
NASAW00026273,2006-07-02,Female
NASAW00026274,2005-01-28,Male
NASAW00026275,1975-08-01,Female
NASAW00026276,1973-03-22,Female
NASAW00026277,1955-05-23,Female
NASAW00026278,1945-08-06,Female
NASAW00026279,1979-01-19,Female
NASAW00026280,2005-06-22,Female
NASAW00026281,1962-05-18,Female
NASAW00026282,1978-12-15,Male
NASAW00026283,1971-04-25,Female
NASAW00026284,1978-10-15,Male
NASAW00026285,1990-10-12,Male
NASAW00026286,1965-08-25,Female
NASAW00026287,2000-08-09,Female
NASAW00026288,1986-02-08,Female
NASAW00026289,1968-08-01,Male
NASAW00026290,1979-07-01,Female
NASAW00026291,1961-03-17,Female
NASAW00026292,1962-06-09,Male
NASAW00026293,2001-06-28,Female
NASAW00026294,1997-10-15,Male
NASAW00026295,1994-01-19,Male
NASAW00026296,1991-02-08,Female
NASAW00026297,1991-06-07,Female
NASAW00026298,1954-09-09,Male
NASAW00026299,1962-04-25,Male
NASAW00026300,1972-06-08,Female
NASAW00026301,1974-12-07,Female
NASAW00026302,1955-11-07,Male
NASAW00026303,1985-05-22,Male
NASAW00026304,1959-03-11,Male
NASAW00026305,1946-12-23,Female
NASAW00026306,1971-05-28,Male
NASAW00026307,2006-08-04,Male
NASAW00026308,1969-08-23,Female
NASAW00026309,1974-08-22,Male
NASAW00026310,1948-09-02,Female
NASAW00026311,1980-12-25,Female
NASAW00026312,1956-10-06,Male
NASAW00026313,1979-03-27,Female
NASAW00026314,1976-04-06,Male
NASAW00026315,1984-08-29,Female
NASAW00026316,1954-10-17,Male
NASAW00026317,1970-07-21,Female
NASAW00026318,1988-07-28,Female
NASAW00026319,1988-08-28,Male
NASAW00026320,1956-07-16,Male
NASAW00026321,1969-05-05,Female
NASAW00026322,1988-01-06,Male
NASAW00026323,1997-11-15,Female
NASAW00026324,1974-06-20,Male
NASAW00026325,1956-11-10,male
NASAW00026326,1972-06-06,Male
NASAW00026327,1959-08-24,Female
NASAW00026328,1971-10-01,Male
NASAW00026329,1978-10-30,Female
NASAW00026330,1981-03-20,Male
NASAW00026331,1966-02-18,Female
NASAW00026332,1988-09-06,Female
NASAW00026333,1990-06-01,Female
NASAW00026334,1999-01-21,Female
NASAW00026335,1991-06-29,Male
NASAW00026336,1971-08-25,Male
NASAW00026337,1974-01-11,Female
NASAW00026338,1999-09-20,Female
NASAW00026339,1971-02-10,Female
NASAW00026340,1961-09-17,Female
NASAW00026341,1957-05-10,Female
NASAW00026342,1975-10-29,Female
NASAW00026343,1995-04-22,Male
NASAW00026344,1998-12-21,Female
NASAW00026345,2003-03-31,Female
NASAW00026346,1969-11-16,Female
NASAW00026347,1973-06-30,Male
NASAW00026348,1999-10-24,Female
NASAW00026349,1979-04-04,Male
NASAW00026350,1985-04-08,Male
NASAW00026351,1965-06-28,Male
NASAW00026352,2005-08-24,Female
NASAW00026353,1992-12-28,Female
NASAW00026354,1945-01-14,Female
NASAW00026355,1977-02-20,Female
NASAW00026356,1996-08-26,Male
NASAW00026357,1998-11-20,Female
NASAW00026358,1980-04-27,Female
NASAW00026359,1999-11-26,Female
NASAW00026360,1972-04-26,Female
NASAW00026361,1966-12-19,Female
NASAW00026362,1988-04-11,Female
NASAW00026363,1961-04-07,Female
NASAW00026364,1992-04-29,Female
NASAW00026365,1965-11-08,Female
NASAW00026366,1963-08-18,Male
NASAW00026367,1966-09-10,Female
NASAW00026368,1957-10-11,Female
NASAW00026369,1956-08-25,Female
NASAW00026370,1972-03-13,M
NASAW00026371,1981-02-06,Female
NASAW00026372,1995-11-15,Male
NASAW00026373,1973-01-23,Female
NASAW00026374,1969-02-19,Male
NASAW00026375,1968-01-12,Female
NASAW00026376,1970-10-10,Male
NASAW00026377,2003-07-25,Male
NASAW00026378,1949-05-05,Male
NASAW00026379,1951-11-04,Male
NASAW00026380,1967-11-06,Male
NASAW00026381,1992-10-14,Male
NASAW00026382,2005-06-24,Male
NASAW00026383,1976-11-18,Female
NASAW00026384,1973-10-30,female
NASAW00026385,1976-11-03,Female
NASAW00026386,2000-07-14,Male
NASAW00026387,1948-06-10,Male
NASAW00026388,1964-08-08,Female
NASAW00026389,1956-12-08,Male
NASAW00026390,1969-06-09,Male
NASAW00026391,1973-02-07,Female
NASAW00026392,1991-02-12,Male
NASAW00026393,1986-06-19,Female
NASAW00026394,1953-05-12,Male
NASAW00026395,1988-02-05,Male
NASAW00026396,1966-09-01,Female
NASAW00026397,1984-02-09,Female
NASAW00026398,1958-11-17,male
NASAW00026399,1969-01-08,Female
NASAW00026400,1985-03-03,Female
NASAW00026401,1952-07-14,Male
NASAW00026402,1996-08-11,Female
NASAW00026403,1949-10-05,Female
NASAW00026404,1950-11-11,Male
NASAW00026405,1992-12-18,Female
NASAW00026406,1967-01-17,Female
NASAW00026407,1978-01-26,Male
NASAW00026408,1967-12-08,Female
NASAW00026409,1978-02-23,Female
NASAW00026410,1970-04-02,Male
NASAW00026411,1956-06-09,Male
NASAW00026412,1964-10-09,Female
NASAW00026413,1981-11-27,Male
NASAW00026414,1984-01-30,Male
NASAW00026415,1951-10-31,Male
NASAW00026416,1990-10-08,Male
NASAW00026417,1971-12-03,Female
NASAW00026418,1964-01-09,Female
NASAW00026419,1961-03-01,Female
NASAW00026420,1956-04-01,Female
NASAW00026421,2003-01-02,female
NASAW00026422,1990-11-11,Male
NASAW00026423,1990-06-20,Female
NASAW00026424,1974-11-19,Male
NASAW00026425,1968-02-01,Female
NASAW00026426,2005-05-07,Male
NASAW00026427,1990-02-15,Female
NASAW00026428,1946-08-28,Male
NASAW00026429,2005-02-05,Female
NASAW00026430,2005-04-03,Female
NASAW00026431,1982-06-22,Male
NASAW00026432,1956-10-07,Male
NASAW00026433,2004-05-19,Female
NASAW00026434,1954-10-01,Female
NASAW00026435,1998-02-06,Female
NASAW00026436,1958-12-15,Male
NASAW00026437,1965-10-26,Female
NASAW00026438,1978-12-19,Female
NASAW00026439,1969-05-10,Male
NASAW00026440,1994-01-29,M
NASAW00026441,1967-10-21,Male
NASAW00026442,1997-06-08,Male
NASAW00026443,1954-08-23,Male
NASAW00026444,1987-05-13,Male
NASAW00026445,1946-05-10,Female
NASAW00026446,2006-06-01,Male
NASAW00026447,1948-05-28,Female
NASAW00026448,2001-11-18,Male
NASAW00026449,1961-09-14,Male
NASAW00026450,1979-11-05,Female
NASAW00026451,2006-02-16,Female
NASAW00026452,1976-01-23,Female
NASAW00026453,1958-04-01,Female
NASAW00026454,1999-06-17,Female
NASAW00026455,1975-12-18,Female
NASAW00026456,1994-01-07,Male
NASAW00026457,1998-04-26,Female
NASAW00026458,1963-08-15,Female
NASAW00026459,1952-02-17,Female
NASAW00026460,1984-12-01,Male
NASAW00026461,1992-06-28,Male
NASAW00026462,2005-11-26,Female
NASAW00026463,1988-04-08,Male
NASAW00026464,1999-03-10,Male
NASAW00026465,1946-02-02,Male
NASAW00026466,1995-04-27,Female
NASAW00026467,1977-06-03,Female
NASAW00026468,1981-04-07,Male
NASAW00026469,1985-06-14,Female
NASAW00026470,1982-08-22,Female
NASAW00026471,2005-11-28,Female
NASAW00026472,1945-04-27,Male
NASAW00026473,1985-02-23,Female
NASAW00026474,1976-12-31,Female
NASAW00026475,1949-10-18,Male
NASAW00026476,2004-08-14,Female
NASAW00026477,1975-08-19,Male
NASAW00026478,1949-02-04,Male
NASAW00026479,1986-07-07,Male
NASAW00026480,1997-02-15,F
NASAW00026481,1968-04-19,Female
NASAW00026482,1988-01-24,Male
NASAW00026483,2000-01-28,Male
NASAW00026484,1971-09-22,Female
NASAW00026485,1969-02-15,F
NASAW00026486,1966-02-17,Female
NASAW00026487,1952-03-29,Male
NASAW00026488,1955-11-03,Male
NASAW00026489,1962-07-28,Female
NASAW00026490,1961-02-17,Male
NASAW00026491,1980-06-02,Female
NASAW00026492,1956-03-30,Male
NASAW00026493,2002-04-18,Female
NASAW00026494,1982-03-30,Female
NASAW00026495,1988-05-15,Male
NASAW00026496,1988-11-05,Male
NASAW00026497,1976-02-04,Female
NASAW00026498,1982-09-16,Male
NASAW00026499,1993-10-12,Male
NASAW00026500,1946-01-10,Male
NASAW00026501,1979-08-27,Male
NASAW00026502,1961-01-05,Male
NASAW00026503,1996-01-10,Male
NASAW00026504,1989-03-02,Female
NASAW00026505,1978-11-15,Female
NASAW00026506,1963-11-30,Female
NASAW00026507,1947-03-05,Male
NASAW00026508,1994-11-26,Male
NASAW00026509,1953-08-26,Male
NASAW00026510,1964-01-17,Female
NASAW00026511,1979-04-09,Female
NASAW00026512,1970-03-11,Male
NASAW00026513,1979-03-01,Female
NASAW00026514,1950-07-02,Male
NASAW00026515,1989-02-02,Male
NASAW00026516,1951-07-01,Male
NASAW00026517,1948-07-13,Male
NASAW00026518,1999-07-22,female
NASAW00026519,1968-01-29,Male
NASAW00026520,1954-05-25,Female
NASAW00026521,1950-06-21,Female
NASAW00026522,1969-05-09,Female
NASAW00026523,1974-09-13,Female
NASAW00026524,1985-10-12,Female
NASAW00026525,1998-03-01,Female
NASAW00026526,1965-03-07,Female
NASAW00026527,1973-09-23,Female
NASAW00026528,1988-11-21,Male
NASAW00026529,1946-11-11,Male
NASAW00026530,1988-05-04,Female
NASAW00026531,1973-03-20,Male
NASAW00026532,1993-04-09,M
NASAW00026533,1964-03-14,Male
NASAW00026534,1947-03-24,Male
NASAW00026535,1947-05-04,Male
NASAW00026536,1945-03-12,F
NASAW00026537,1987-01-16,Female
NASAW00026538,1985-01-27,Female
NASAW00026539,1971-01-27,Male
NASAW00026540,1983-01-28,Male
NASAW00026541,1975-08-22,Female
NASAW00026542,1957-08-28,Male
NASAW00026543,1949-09-23,Female
NASAW00026544,1990-06-25,Female
NASAW00026545,1960-09-22,Male
NASAW00026546,2006-06-21,Male
NASAW00026547,1993-10-24,Male
NASAW00026548,1968-03-02,Male
NASAW00026549,1993-01-08,Female
NASAW00026550,1952-02-05,Female
NASAW00026551,1990-01-18,M
NASAW00026552,1965-10-14,Female
NASAW00026553,2006-02-18,Female
NASAW00026554,1988-05-25,Male
NASAW00026555,1956-12-24,Female
NASAW00026556,1991-05-05,Male
NASAW00026557,2004-03-02,Female
NASAW00026558,1983-06-25,Female
NASAW00026559,1956-07-19,Male
NASAW00026560,1982-07-10,Female
NASAW00026561,1955-04-12,Female
NASAW00026562,1945-08-04,Female
NASAW00026563,1992-03-10,Female
NASAW00026564,1982-08-10,Female
NASAW00026565,1954-01-18,Male
NASAW00026566,1976-05-24,Female
NASAW00026567,1983-05-17,Female
NASAW00026568,1962-03-05,Female
NASAW00026569,1961-08-31,Female
NASAW00026570,1986-03-19,Female
