sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
GO88591,HB-GR-HAND-EA,29395,20230126,20230201,20230205,37.61,1,37.61
GO88592,FR-CL-FISH-1KG,23021,20250920,20250923,20250925,63.96,4,15.99
GO88593,PR-GR-BROC-6PK,11185,20250114,20250118,20250119,70.72,4,17.68
GO88594,BV-DR-SPAR-6PK,17868,20260131,20260205,20260211,32.24,1,32.24
GO88595,BK-CH-MUFF-500G,21031,20250809,20250811,20250816,118.29,3,39.43
GO88596,DA-CL-MOZZ-6PK,16185,20210320,20210323,20210326,87.55,5,17.51
GO88597,BK-CH-MUFF-500G,12002,20210422,20210425,20210506,82.92,3,27.64
GO88598,BK-FO-BURG-12PK,23738,20230425,20230430,20230508,70.63,1,70.63
GO88599,PR-DR-SPIN-EA,12219,20231221,20231225,20240102,112.68,3,37.56
GO88600,MT-DR-LAMB-500G,23306,20220822,20220828,20220831,77.94,2,38.97
GO88601,DA-GR-BUTT-1KG,29467,20230314,20230316,20230322,377.76,4,94.44
GO88602,BV-CL-SPAR-12PK,11547,20230822,20230828,20230901,167.64,6,27.94
GO88603,PN-FO-SPAG-EA,27009,20201027,20201031,20201109,39.22,2,19.61
GO88604,HB-CL-HAND-1L,21824,20250219,20250223,20250301,205.82,2,102.91
GO88605,DA-PC-BUTT-XL,25334,20220115,20220116,20220125,41.38,1,41.38
GO88606,BV-FO-ORAN-500G,26483,20221203,20221210,20221208,32.82,1,32.82
GO88607,HH-CH-PAPE-500G,17581,20230710,20230716,20230724,83.69,1,83.69
GO88608,SN-DR-POPC-12PK,17266,20251202,20251206,20251210,48.98,2,24.49
GO88609,BV-GR-SPAR-XL,15606,20251109,20251111,20251120,184.12,2,92.06
GO88610,SN-PC-MIXE-FAMILY,24382,20220527,20220528,20220606,40.3,2,20.15
GO88611,MT-PC-PORK-2L,27210,20211221,20211225,20211226,119.07,3,39.69
GO88612,HH-CH-PAPE-500G,17234,20200627,20200701,20200704,436.25,5,87.25
GO88613,PR-CL-SPIN-250G,19985,20231202,20231203,20231208,7.02,2,3.51
GO88614,SN-GR-POPC-2L,26859,20210729,20210802,20210804,319.32,4,79.83
GO88615,BK-FO-BAGE-1L,16654,20230901,20230903,20230906,88.11,3,29.37
GO88616,PR-GR-ORAN-12PK,16379,20250327,20250401,20250406,188.1,2,94.05
GO88617,FR-GR-FROZ-6PK,24910,20200804,20200809,20200817,358.85,5,71.77
GO88618,BK-CL-WHOL-250G,19107,20200904,20200911,20200915,115.74,2,57.87
GO88619,HH-FO-DISH-1KG,27262,20201018,20201025,20201024,208.86,2,104.43
GO88620,BV-GR-ENER-6PK,24644,20260103,20260108,20260116,354.1,5,70.82
GO88621,BV-GR-SPAR-XL,20761,20210705,20210707,20210714,121.72,2,60.86
GO88622,BV-FO-INST-FAMILY,21980,20230407,20230410,20230419,259.44,3,86.48
GO88623,BV-FO-ORAN-FAMILY,18323,20231214,20231221,20231227,233.94,3,77.98
GO88624,FR-PC-FISH-250G,16949,20260310,20260316,20260316,29.07,3,9.69
GO88625,PR-CH-BROC-250G,16734,20200606,20200611,20200615,408.15,5,81.63
GO88626,BK-CL-CHOC-XL,19368,20260406,20260412,20260414,79.12,2,39.56
GO88627,SN-GR-CHOC-2L,29355,20220812,20220815,20220819,41.44,1,41.44
GO88628,MT-CH-SAUS-1KG,26066,20200608,20200612,20200614,67.92,3,22.64
GO88629,BK-CH-BURG-FAMILY,27143,20251211,20251216,20251222,97.56,2,48.78
GO88630,HH-FO-PAPE-250G,25523,20230728,20230804,20230803,70.58,2,35.29
GO88631,HH-GR-DISH-1L,18000,20240718,20240722,20240726,213.87,3,71.29
GO88632,BK-PC-WHOL-XL,21489,20220612,20220613,20220619,228.9,10,22.89
GO88633,FR-DR-FROZ-FAMILY,16294,20230627,20230629,20230707,80.06,1,80.06
GO88634,PN-CH-OLIV-6PK,28268,20240415,20240422,20240427,385.95,3,128.65
GO88635,BK-CH-BURG-FAMILY,15285,20220710,20220711,20220717,236.28,4,59.07
GO88636,MT-DR-BEEF-1L,15483,20200301,20200307,20200311,109.35,3,36.45
GO88637,HB-CL-NAPP-1L,23537,20220103,20220104,20220109,127.44,4,31.86
GO88638,PN-FO-OLIV-250G,12385,20240810,20240815,20240819,158.22,2,79.11
GO88639,DA-PC-BUTT-XL,18228,20220516,20220523,20220528,153.32,4,38.33
GO88640,DA-DR-MOZZ-2L,28555,20251211,20251214,20251220,299.1,6,49.85
GO88641,FR-PC-FROZ-FAMILY,27920,20200305,20200312,20200311,5.17,1,5.17
GO88642,FR-CH-FISH-6PK,26708,20220504,20220510,20220509,301.23,3,100.41
GO88643,MT-PC-PORK-2L,27420,20250713,20250718,20250720,239.58,6,39.93
GO88644,DA-DR-MOZZ-1L,21093,20241029,20241101,20241112,47.09,1,47.09
GO88645,SN-DR-MIXE-6PK,11877,20230221,20230227,20230227,53.12,2,26.56
GO88646,PR-PC-ORAN-250G,16303,20240414,20240416,20240425,129.14,2,64.57
GO88647,PR-DR-BANA-XL,24752,20210125,20210126,20210204,62.38,2,31.19
GO88648,HH-PC-SURF-6PK,18253,20250210,20250215,20250224,56.2,1,56.2
GO88649,DA-DR-SOUR-2L,28374,20200818,20200819,20200826,208.74,6,34.79
GO88650,SN-CL-CHOC-2L,15375,20251010,20251016,20251022,241.62,3,80.54
GO88651,DA-CH-WHOL-FAMILY,28889,20211016,20211021,20211025,273.18,6,45.53
GO88652,DA-CH-CREA-12PK,28398,20260501,20260507,20260510,7.47,1,7.47
GO88653,HB-CL-NAPP-1L,23519,20210327,20210328,20210405,274.2,12,22.85
GO88654,HB-FO-HAND-1L,12249,20241105,20241110,20241110,131.15,5,26.23
GO88655,SN-GR-CHOC-2L,22306,20221226,20221231,20230105,110.9,2,55.45
GO88656,BV-CH-GREE-2L,13116,20260527,20260603,20260610,1092.36,12,91.03
GO88657,BK-GR-BAGE-1L,11257,20210821,20210828,20210827,118.02,1,118.02
GO88658,DA-PC-CREA-6PK,24254,20211123,20211124,20211205,95.5,5,19.1
GO88659,HH-CH-TOIL-XL,29222,20200409,20200414,20200420,95.6,2,47.8
GO88660,SN-CH-COOK-FAMILY,22680,20221214,20221216,20221225,14.48,4,3.62
GO88661,SN-DR-CHOC-1KG,13807,20240224,20240227,20240304,187.32,4,46.83
GO88662,HH-PC-BINB-6PK,24552,20241202,20241206,20241208,60.59,1,60.59
GO88663,HH-CL-SURF-FAMILY,14960,20210917,20210919,20210922,85.76,1,85.76
GO88664,PN-FO-TOMA-2L,20368,20250919,20250926,20251003,303.2,10,30.32
GO88665,HH-DR-DISH-1L,22937,20200303,20200307,20200310,3.88,4,0.97
GO88666,PN-PC-SUGA-6PK,14240,20220831,20220901,20220914,392.97,3,130.99
GO88667,DA-CH-WHOL-6PK,13762,20221112,20221117,20221118,51.18,1,51.18
GO88668,HH-PC-SURF-6PK,23883,20211227,20220103,20220103,62.73,1,62.73
GO88669,MT-FO-LAMB-2L,12244,20200119,20200121,20200127,136.26,2,68.13
GO88670,BK-FO-CROI-EA,21593,20230726,20230730,20230809,25.25,1,25.25
GO88671,MT-GR-PRAW-FAMILY,24517,20230805,20230810,20230818,63.01,1,63.01
GO88672,BK-FO-BAGE-1L,23722,20200212,20200213,20200225,17.3,1,17.3
GO88673,HB-DR-HAND-250G,27953,20211016,20211017,20211022,67.74,2,33.87
GO88674,BV-FO-ORAN-FAMILY,11732,20241119,20241122,20241128,207.94,2,103.97
GO88675,HH-CL-LAUN-6PK,28065,20230813,20230819,20230826,474.8,5,94.96
GO88676,HB-CH-BODY-500G,12050,20220516,20220523,20220523,62.53,1,62.53
GO88677,MT-CL-PORK-1KG,12311,20201123,20201124,20201201,107.52,1,107.52
GO88678,PR-FO-AVOC-EA,26015,20240930,20241005,20241009,424.74,6,70.79
GO88679,BV-GR-SPRI-1L,15006,20210105,20210112,20210119,178.38,3,59.46
GO88680,DA-PC-MOZZ-XL,19930,20210630,20210701,20210709,183.7,2,91.85
GO88681,PR-DR-SPIN-12PK,14395,20250628,20250701,20250707,35.48,1,35.48
GO88682,BK-PC-CROI-EA,28056,20240527,20240531,20240604,190.9,5,38.18
GO88683,FR-CH-FROZ-500G,19957,20250511,20250515,20250521,12.45,1,12.45
GO88684,DA-DR-SOUR-2L,17131,0,20220303,20220308,221.04,6,36.84
GO88685,BV-FO-SPRI-6PK,14038,20210125,20210129,20210203,523.08,6,87.18
GO88686,HH-PC-TOIL-6PK,14574,20210211,20210217,20210225,36.49,1,36.49
GO88687,SN-DR-POPC-12PK,20814,20230124,20230126,20230207,15.0,1,15.0
GO88688,DA-GR-ALMO-250G,15962,20210604,20210610,20210612,4.93,1,4.93
GO88689,SN-DR-CHOC-XL,28174,20240529,20240602,20240609,8.33,1,8.33
GO88690,MT-CH-CHIC-250G,27516,20240527,20240528,20240602,98.33,1,98.33
GO88691,HB-GR-HAND-EA,24852,20220904,20220911,20220918,37.99,1,37.99
GO88692,BV-PC-GREE-500G,28859,20201205,20201210,20201219,117.69,1,117.69
GO88693,FR-CH-FROZ-250G,27207,20251209,20251213,20251223,58.13,1,58.13
GO88694,SN-DR-COOK-1KG,24299,20240216,20240219,20240223,165.28,4,41.32
GO88695,HB-PC-BODY-250G,11435,20230204,20230207,20230211,84.8,2,42.4
GO88696,PR-DR-BANA-XL,14054,20260426,20260429,20260508,28.62,1,28.62
GO88697,DA-FO-WHOL-1L,25144,20231019,20231023,20231031,230.25,3,76.75
GO88698,FR-CL-FROZ-EA,21055,20240524,20240529,20240531,65.66,1,65.66
GO88699,BK-PC-BAGE-XL,23980,20250602,20250608,20250608,233.46,6,38.91
GO88700,SN-DR-CHOC-1KG,27584,20211214,20211220,20211223,108.84,2,54.42
GO88701,MT-DR-LAMB-500G,15276,20240507,20240509,20240519,40.24,1,40.24
GO88702,PR-PC-ORAN-250G,27533,20241019,20241024,20241025,380.22,6,63.37
GO88703,FR-DR-FROZ-FAMILY,24475,20220515,20220522,20220525,165.44,2,82.72
GO88704,BV-CL-ORAN-12PK,13728,20251112,20251116,20251123,185.97,3,61.99
GO88705,BV-DR-SPAR-1L,20585,20221125,20221129,20221130,1328.64,12,110.72
GO88706,HH-CH-BINB-1KG,16886,20200331,20200407,20200406,13.37,1,13.37
GO88707,MT-GR-PRAW-XL,13745,20241026,20241029,20241103,308.52,4,77.13
GO88708,PR-PC-ORAN-XL,18016,20200502,20200507,20200512,176.48,2,88.24
GO88709,BK-CL-WHOL-EA,16455,20240306,20240309,20240315,72.43,1,72.43
GO88710,PR-PC-POTA-1L,15050,20241219,20241226,20241224,51.58,2,25.79
GO88711,HB-CL-SHAM-12PK,21570,20200405,20200407,20200416,59.85,1,59.85
GO88712,BK-FO-MUFF-1KG,19783,20230201,20230207,20230215,415.0,5,83.0
GO88713,FR-GR-ICEC-EA,25295,20200428,20200505,20200503,316.7,5,63.34
GO88714,DA-CL-MOZZ-XL,18844,20210131,20210201,20210205,27.07,1,27.07
GO88715,BK-PC-BAGE-1KG,26736,20221103,20221110,20221116,94.12,2,47.06
GO88716,SN-CH-POTA-2L,11028,20250325,20250329,20250401,302.28,4,75.57
GO88717,HH-CL-BINB-6PK,18016,20210519,20210524,20210530,112.32,2,56.16
GO88718,BV-GR-ORAN-2L,21194,20210115,20210120,20210125,105.95,1,105.95
GO88719,DA-CL-SOUR-EA,27065,20220611,20220613,20220621,28.47,1,28.47
GO88720,BV-FO-ORAN-1L,22865,20201008,20201014,20201015,32.64,1,32.64
GO88721,PR-CH-POTA-250G,21805,20240307,20240313,20240316,352.92,6,58.82
GO88722,FR-PC-FROZ-1L,13470,20230806,20230809,20230820,351.24,3,117.08
GO88723,FR-GR-FROZ-1KG,15257,20211216,20211220,20211221,130.36,2,65.18
GO88724,BK-GR-CHOC-2L,13133,20241031,20241107,20241108,53.52,2,26.76
GO88725,PN-FO-SPAG-1L,25245,20210616,20210619,20210626,31.86,1,31.86
GO88726,BV-GR-ENER-6PK,11590,20250616,20250619,20250626,187.92,3,62.64
GO88727,PR-CH-ORAN-500G,24800,20231006,20231013,20231020,156.52,2,78.26
GO88728,FR-PC-FROZ-250G,29353,20250312,20250313,20250324,82.97,1,82.97
GO88729,MT-GR-BEEF-XL,19144,20230817,20230824,20230828,235.54,2,117.77
GO88730,HH-PC-BINB-1L,17143,20200323,20200327,20200402,481.76,4,120.44
GO88731,DA-CL-BUTT-XL,21793,20230916,20230922,20230924,350.3,5,70.06
GO88732,PR-GR-SPIN-2L,19199,20240418,20240423,20240425,121.2,2,60.6
GO88733,SN-GR-CHOC-2L,15463,20250710,20250716,20250717,60.28,1,60.28
GO88734,HB-FO-NAPP-1KG,14344,20240916,20240921,20240923,15.34,2,7.67
GO88735,SN-CL-CHOC-6PK,28478,20210813,20210817,20210823,82.8,2,41.4
GO88736,DA-CL-BUTT-XL,17868,0,20240805,20240815,152.92,2,76.46
GO88737,PR-CL-TOMA-500G,16603,20220402,20220406,20220412,76.27,1,76.27
GO88738,HH-PC-SURF-6PK,23381,20210506,20210509,20210518,84.68,2,42.34
GO88739,PN-FO-SPAG-1L,27758,20240217,20240223,20240224,29.57,1,29.57
GO88740,HB-DR-PAIN-2L,16314,20211121,20211125,20211130,606.12,12,50.51
GO88741,HB-FO-PAIN-12PK,16479,20210228,20210306,20210312,89.11,1,89.11
GO88742,PN-PC-TUNA-FAMILY,23654,20230513,20230520,20230525,29.64,1,29.64
GO88743,FR-GR-FISH-12PK,14697,20201203,20201210,20201215,49.83,1,49.83
GO88744,BV-PC-SPAR-500G,22752,20210701,20210704,20210713,91.46,2,45.73
GO88745,PR-GR-TOMA-1L,20418,20231018,20231023,20231026,227.64,2,113.82
GO88746,SN-PC-COOK-1KG,11298,20220717,20220724,20220725,496.3,5,99.26
GO88747,HH-FO-PAPE-250G,20505,20200214,20200215,20200219,99.9,3,33.3
GO88748,DA-FO-SOUR-250G,17196,20211008,20211013,20211022,116.91,3,38.97
GO88749,FR-PC-FROZ-250G,28564,20230924,20231001,20231008,268.02,3,89.34
GO88750,BV-FO-SPRI-6PK,28432,20210227,20210303,20210307,162.04,2,81.02
GO88751,SN-CH-COOK-FAMILY,26457,20240414,20240415,20240419,3.21,1,3.21
GO88752,PR-PC-SPIN-XL,12971,20200401,20200408,20200408,49.5,3,16.5
GO88753,PR-FO-CARR-250G,17745,20240329,20240331,20240411,264.72,3,88.24
GO88754,DA-DR-MOZZ-2L,16865,20241118,20241125,20241201,50.05,1,50.05
GO88755,MT-CH-CHIC-250G,28465,20230131,20230201,20230210,306.51,3,102.17
GO88756,HB-CH-HAND-1KG,14423,20231228,20231229,20240109,69.0,5,13.8
GO88757,PN-FO-SUGA-2L,11242,20210301,20210307,20210314,87.91,1,87.91
GO88758,HH-GR-LAUN-FAMILY,15004,20251027,20251101,20251101,154.56,2,77.28
GO88759,FR-FO-FROZ-1L,24113,20200615,20200622,20200623,264.81,3,88.27
GO88760,BK-FO-BAGE-1L,23848,20251119,20251123,20251130,179.7,6,29.95
GO88761,MT-FO-LAMB-EA,28179,20211022,20211025,20211030,289.72,4,72.43
GO88762,FR-GR-FROZ-1KG,18208,20210508,20210509,20210519,143.56,2,71.78
GO88763,PR-CL-TOMA-2L,22912,20210823,20210827,20210903,388.08,4,97.02
GO88764,HH-CH-SURF-EA,28078,20240208,20240214,20240222,192.4,2,96.2
GO88765,PR-PC-BROC-1L,28923,20220815,20220820,20220828,139.28,2,69.64
GO88766,FR-FO-FROZ-6PK,28764,20230607,20230609,20230615,38.22,3,12.74
GO88767,MT-FO-LAMB-EA,21063,20240115,20240118,20240125,107.48,2,
GO88768,BV-FO-ORAN-500G,11298,20240206,20240212,20240218,70.0,2,35.0
GO88769,FR-DR-FROZ-FAMILY,26848,20220312,20220314,20220317,167.76,3,55.92
GO88770,DA-CL-MOZZ-XL,18056,20240617,20240621,20240629,69.3,3,23.1
GO88771,BK-CL-CHOC-500G,18759,20250728,20250801,20250807,66.97,1,66.97
GO88772,BV-CL-COLA-1L,23611,20260308,20260310,20260316,365.28,4,91.32
GO88773,FR-GR-ICEC-1KG,24062,20240307,20240312,20240321,34.98,1,34.98
GO88774,HH-FO-TOIL-XL,15409,20230208,20230212,20230216,718.32,6,119.72
GO88775,HB-CH-NAPP-12PK,13681,20220411,20220412,20220423,147.56,2,73.78
GO88776,BV-CH-SPRI-2L,23040,20230527,20230602,20230603,77.2,4,19.3
GO88777,PN-FO-SPAG-1L,25753,20220304,20220311,20220312,57.16,2,28.58
GO88778,FR-GR-FISH-XL,18217,20241201,20241205,20241210,18.28,4,4.57
GO88779,HH-DR-SURF-1KG,20572,20210622,20210629,20210702,249.25,5,49.85
GO88780,DA-FO-WHOL-1L,20631,20241207,20241211,20241215,251.01,3,83.67
GO88781,BK-FO-BAGE-1L,16776,20240927,20241003,20241008,19.1,5,3.82
GO88782,DA-FO-CREA-EA,14776,20220110,20220111,20220117,51.64,1,51.64
GO88783,SN-CH-COOK-FAMILY,28355,20240529,20240601,20240611,2.6,1,2.6
GO88784,HH-GR-DISH-12PK,13162,20200927,20200929,20201004,20.14,1,20.14
GO88785,SN-CH-POTA-1KG,20663,20250622,20250629,20250701,25.68,2,12.84
GO88786,HB-GR-TOOT-XL,11717,20231225,20231226,20240102,122.29,1,122.29
GO88787,MT-CL-SALM-500G,28155,20200807,20200814,20200818,133.64,4,33.41
GO88788,PR-PC-SPIN-XL,21127,20251021,20251025,20251028,18.06,1,18.06
GO88789,HH-FO-DISH-1KG,24307,20211005,20211007,20211017,111.03,1,111.03
GO88790,BV-CH-SPRI-2L,27251,20241216,20241218,20241222,38.06,2,19.03
GO88791,DA-FO-GREE-XL,25648,20230201,20230208,20230213,75.15,3,25.05
GO88792,HH-CL-LAUN-EA,25257,20200625,20200627,20200701,152.6,2,76.3
GO88793,DA-FO-CREA-1KG,18971,20210822,20210824,20210830,5.18,1,5.18
GO88794,HB-PC-PAIN-2L,26716,20220330,20220402,20220406,69.07,1,69.07
GO88795,SN-CH-CHOC-1L,18435,20200405,20200409,20200415,316.45,5,63.29
GO88796,PN-GR-TOMA-FAMILY,26669,20200821,20200824,20200830,101.37,3,33.79
GO88797,HB-DR-TOOT-6PK,22381,20230210,20230214,20230220,132.9,10,13.29
GO88798,HB-CL-NAPP-1L,26654,20230424,20230427,20230506,148.0,5,29.6
GO88799,PN-CL-BAKE-6PK,25657,20250825,20250826,20250831,229.95,3,76.65
GO88800,DA-CH-WHOL-6PK,16450,20251107,20251113,20251118,69.7,1,69.7
GO88801,PR-GR-BANA-1KG,21537,20241228,20250104,20250104,329.64,6,54.94
GO88802,HB-CH-HAND-1KG,24439,20240310,20240315,20240316,91.2,5,18.24
GO88803,BK-PC-BAGE-1L,14683,20200723,20200730,20200803,109.66,1,109.66
GO88804,DA-FO-MOZZ-1KG,18010,20220912,20220913,20220922,72.36,1,72.36
GO88805,SN-DR-CHOC-XL,17064,20230212,20230214,20230220,16.34,2,8.17
GO88806,BV-CL-SPRI-6PK,25339,20221023,20221025,20221104,620.04,6,103.34
GO88807,PN-FO-SPAG-EA,11654,20231207,20231209,20231212,161.88,12,13.49
GO88808,HB-PC-BODY-250G,26320,20250722,20250728,20250730,208.88,4,52.22
GO88809,PN-FO-OLIV-XL,28007,20260110,20260113,20260117,75.44,1,75.44
GO88810,FR-CH-FROZ-500G,18271,20210524,20210525,20210531,38.7,3,12.9
GO88811,DA-DR-SOUR-2L,13797,20230130,20230202,20230211,99.24,3,33.08
GO88812,HH-FO-PAPE-250G,12733,20241129,20241206,20241208,98.82,3,32.94
GO88813,BK-CL-CROI-2L,13888,20200411,20200416,20200417,6.65,1,6.65
GO88814,SN-DR-POPC-12PK,23517,20211110,20211111,20211120,48.54,2,24.27
GO88815,DA-CL-BUTT-XL,21245,20221113,20221117,20221127,931.2,12,77.6
GO88816,HH-GR-DISH-12PK,14833,20230405,20230410,20230417,29.84,2,14.92
GO88817,HH-GR-DISH-12PK,22169,20240210,20240213,20240220,75.95,5,15.19
GO88818,BK-FO-CHOC-12PK,29331,20251022,20251028,20251028,74.23,1,74.23
GO88819,PR-PC-ORAN-XL,23758,20230827,20230830,20230910,100.95,1,100.95
GO88820,SN-FO-POTA-1KG,20344,20210212,20210214,20210217,82.34,2,41.17
GO88821,SN-PC-COOK-FAMILY,15109,20200203,20200204,20200209,18.46,1,18.46
GO88822,PN-PC-BASM-2L,24294,20210612,20210618,20210621,228.75,3,76.25
GO88823,DA-CH-MOZZ-1L,17306,20260422,20260426,20260428,19.85,1,19.85
GO88824,BV-PC-SPAR-6PK,13891,20220421,20220426,20220505,320.34,6,53.39
GO88825,MT-GR-CHIC-2L,26477,20241202,20241204,20241215,143.88,2,71.94
GO88826,HH-DR-LAUN-2L,13286,20210426,20210503,20210502,492.44,4,123.11
GO88827,BV-FO-ORAN-1L,11793,20240509,20240513,20240517,30.12,1,30.12
GO88828,HH-DR-LAUN-2L,14284,20210323,20210324,20210404,186.42,2,93.21
GO88829,BK-GR-CHOC-2L,15204,20220521,20220527,20220603,32.81,1,32.81
GO88830,BV-GR-SPRI-1L,12215,20201126,20201203,20201202,50.8,1,50.8
GO88831,PN-CH-OLIV-XL,28759,20250619,20250623,20250624,404.36,4,101.09
GO88832,HB-CH-NAPP-12PK,27114,20260101,20260105,20260114,90.7,1,90.7
GO88833,HH-CH-BINB-1KG,12434,20200709,20200713,20200718,151.44,12,12.62
GO88834,SN-CH-MIXE-6PK,28829,20230708,20230715,20230714,2.32,1,2.32
GO88835,PN-CL-BAKE-6PK,24117,20200308,20200313,20200321,92.47,1,92.47
GO88836,FR-CL-ICEC-500G,16571,20201003,20201010,20201009,295.8,5,59.16
GO88837,PN-DR-TUNA-2L,26264,20231002,20231009,20231013,33.84,1,33.84
GO88838,HH-CH-LAUN-12PK,16512,20230329,20230405,20230411,34.06,1,34.06
GO88839,PR-FO-AVOC-EA,18544,20230121,20230122,20230202,55.21,1,55.21
GO88840,FR-CH-ICEC-XL,23739,20211028,20211101,20211103,125.44,2,62.72
GO88841,BV-PC-SPAR-6PK,12344,20240529,20240601,20240609,137.42,2,68.71
GO88842,BV-DR-GREE-250G,19237,20250517,20250519,20250524,22.09,1,22.09
GO88843,BK-FO-WHIT-250G,18029,20200622,20200623,20200630,124.22,2,62.11
GO88844,PN-FO-TOMA-2L,13343,20210831,20210904,20210910,57.52,2,28.76
GO88845,HH-CH-TOIL-12PK,17668,20200522,20200529,20200602,223.94,2,111.97
GO88846,HB-FO-TOOT-EA,22012,20250417,20250422,20250430,276.99,3,92.33
GO88847,FR-GR-ICEC-250G,28670,20231208,20231214,20231219,1.54,1,1.54
GO88848,BK-PC-BAGE-XL,19819,20220909,20220912,20220920,37.77,1,37.77
GO88849,FR-FO-FROZ-1KG,27726,20220102,20220109,20220115,131.04,6,21.84
GO88850,SN-GR-COOK-2L,26369,20230517,20230518,20230526,54.32,1,54.32
GO88851,HH-GR-LAUN-EA,27697,20210802,20210806,20210810,22.95,3,7.65
GO88852,BV-DR-SPAR-6PK,12750,20211023,20211024,20211030,131.8,4,32.95
GO88853,PR-FO-CARR-250G,20084,20231106,20231108,20231119,538.68,6,89.78
GO88854,DA-CH-MOZZ-1L,17740,20220831,20220906,20220906,210.36,12,17.53
GO88855,BV-GR-SPAR-XL,12839,20240520,20240524,20240529,149.24,2,74.62
GO88856,BV-CL-ORAN-12PK,28044,20260418,20260422,20260424,112.02,2,56.01
GO88857,HB-GR-TOOT-XL,22544,20251110,20251112,20251123,87.15,1,87.15
GO88858,HH-CH-LAUN-12PK,27813,20250319,20250320,20250326,4.63,1,4.63
GO88859,BK-CL-BURG-EA,17407,20250712,20250714,20250723,133.92,4,33.48
GO88860,BV-CL-COLA-1L,11450,20240822,20240825,20240828,672.06,6,112.01
GO88861,PR-CL-ORAN-1KG,27173,20211109,20211113,20211118,1508.04,12,125.67
GO88862,HB-DR-HAND-12PK,18593,20250604,20250605,20250617,51.36,3,17.12
GO88863,PN-PC-TUNA-FAMILY,20971,20240718,20240720,20240728,93.76,4,23.44
GO88864,DA-FO-WHOL-1L,25016,20210830,20210901,20210911,259.35,3,86.45
GO88865,SN-CH-POTA-1KG,27143,20240514,20240515,20240526,42.72,4,10.68
GO88866,DA-GR-SOUR-1KG,13499,20200421,20200426,20200501,239.8,4,59.95
GO88867,BK-PC-CROI-EA,20004,20221116,20221121,20221127,195.05,5,39.01
GO88868,HB-CL-PAIN-12PK,27827,20230813,20230814,20230827,481.85,5,96.37
GO88869,PR-CH-BROC-250G,20182,20240426,20240429,20240508,80.43,1,80.43
GO88870,FR-CH-FROZ-1L,23046,20240519,20240526,20240530,491.88,4,122.97
GO88871,MT-PC-BEEF-1KG,19491,20221124,20221128,20221208,39.39,1,39.39
GO88872,FR-CH-FROZ-2L,25428,20250524,20250529,20250601,96.21,1,96.21
GO88873,SN-GR-COOK-2L,18651,20231127,20231128,20231208,133.56,3,44.52
GO88874,BK-FO-BAGE-1L,11962,20240125,20240129,20240205,19.44,2,9.72
GO88875,PR-DR-BANA-XL,20112,20250610,20250617,20250615,46.18,2,23.09
GO88876,BK-CH-BURG-1L,27032,20201201,20201205,20201208,486.0,12,40.5
GO88877,PN-DR-TUNA-2L,17801,20250324,20250326,20250402,38.64,1,38.64
GO88878,HH-PC-SURF-6PK,27847,20200829,20200904,20200904,50.99,1,50.99
GO88879,SN-FO-POTA-1KG,23941,20240915,20240919,20240921,42.19,1,42.19
GO88880,BK-FO-BURG-1KG,15943,20200830,20200904,20200904,21.34,2,10.67
GO88881,PN-CH-OLIV-6PK,22488,20220915,20220919,20220927,132.7,1,132.7
GO88882,BK-DR-BAGE-12PK,19831,20250628,20250630,20250708,31.64,2,15.82
GO88883,BK-CH-CHOC-FAMILY,26479,20260204,20260209,20260218,58.15,1,58.15
GO88884,BV-CL-COLA-1L,18091,20260205,20260210,20260212,260.97,3,86.99
GO88885,BK-CL-BURG-500G,16851,20230627,20230630,20230710,203.31,3,67.77
GO88886,BK-FO-WHIT-250G,23137,20211018,20211020,20211024,55.6,1,55.6
GO88887,FR-CL-FISH-6PK,29019,20210228,20210302,20210305,271.48,4,67.87
GO88888,DA-FO-WHOL-1L,26453,20220405,20220407,20220415,288.81,3,96.27
GO88889,PR-CL-ORAN-1KG,14742,20250908,20250909,20250917,85.91,1,85.91
GO88890,HB-GR-HAND-EA,12636,20200917,20200918,20200928,36.48,1,36.48
GO88891,HB-GR-HAND-EA,12069,20250201,20250202,20250214,37.54,1,37.54
GO88892,BK-CH-CROI-1L,14605,20240519,20240525,20240528,153.04,4,38.26
GO88893,HB-CH-BODY-EA,15891,20201219,20201222,20201231,59.22,2,29.61
GO88894,BV-PC-GREE-6PK,22600,20220219,20220223,20220224,84.84,1,84.84
GO88895,BK-PC-WHOL-XL,26296,20201124,20201130,20201203,40.26,2,20.13
GO88896,BV-CL-SPAR-12PK,16806,20251110,20251112,20251117,88.71,3,29.57
GO88897,HB-FO-TOOT-EA,22378,20211006,20211012,20211019,141.4,2,70.7
GO88898,BK-CH-BURG-1L,15750,20210415,20210417,20210421,71.16,2,35.58
GO88899,HB-FO-HAND-1L,14366,20210211,20210216,20210221,23.01,1,23.01
GO88900,BV-FO-SPRI-FAMILY,23819,20241010,20241014,20241023,101.64,3,33.88
GO88901,HH-PC-SURF-12PK,14348,20220907,20220914,20220912,38.72,1,38.72
GO88902,SN-GR-CHOC-2L,25311,20250426,20250503,20250502,58.54,1,58.54
GO88903,DA-GR-SOUR-12PK,13738,20260422,20260423,20260503,117.68,2,58.84
GO88904,BV-PC-GREE-6PK,19569,20250902,20250908,20250908,359.28,4,89.82
GO88905,HB-DR-TOOT-6PK,12323,20210714,20210718,20210725,51.8,4,12.95
