order_number,product_number,customer_id,order_date,ship_date,due_date,sales_amount,quantity,price
GO90093,PR-CH-BANA-12PK,11416,2024-10-18,2024-10-25,2024-10-25,58.3,5,11.66
GO90094,BK-FO-CHOC-12PK,23130,2022-10-09,2022-10-16,2022-10-19,175.68,2,87.84
GO90095,PN-PC-TUNA-FAMILY,29344,2022-12-04,2022-12-10,2022-12-16,71.07,3,23.69
GO90096,SN-GR-COOK-2L,13231,2025-10-15,2025-10-17,2025-10-21,307.74,6,51.29
GO90097,HB-DR-TOOT-6PK,24993,2024-04-08,2024-04-10,2024-04-16,14.15,1,14.15
GO90098,SN-CH-POPC-12PK,19332,2025-05-25,2025-05-27,2025-06-05,105.27,3,35.09
GO90099,HH-FO-TOIL-XL,24605,2022-01-27,2022-01-31,2022-02-06,493.35,5,98.67
GO90100,FR-GR-FROZ-EA,17381,2025-12-29,2026-01-04,2026-01-03,1.62,1,1.62
GO90101,FR-CL-FISH-1KG,11382,2022-10-04,2022-10-09,2022-10-13,18.11,1,18.11
GO90102,PR-CL-BANA-1L,25539,2025-02-07,2025-02-13,2025-02-16,72.63,1,72.63
GO90103,BV-DR-SPRI-2L,15762,2022-07-11,2022-07-14,2022-07-22,16.8,2,8.4
GO90104,DA-GR-BUTT-1KG,24954,2026-04-04,2026-04-10,2026-04-10,173.96,2,86.98
GO90105,HH-CL-SURF-FAMILY,26926,2025-10-02,2025-10-04,2025-10-14,197.44,2,98.72
GO90106,DA-GR-ALMO-250G,15603,2025-11-20,2025-11-21,2025-12-03,17.84,4,4.46
GO90107,SN-PC-MIXE-FAMILY,21214,2024-02-04,2024-02-06,2024-02-11,270.72,12,22.56
GO90108,SN-CH-MIXE-6PK,12332,2024-12-16,2024-12-17,2024-12-26,1.92,1,1.92
GO90109,MT-GR-PRAW-FAMILY,21871,2026-04-30,2026-05-02,2026-05-09,164.42,2,82.21
GO90110,BK-CH-WHIT-1L,28120,2020-10-06,2020-10-10,2020-10-16,298.44,12,24.87
GO90111,PR-GR-POTA-1KG,25635,2022-12-22,2022-12-27,2022-12-27,52.16,2,26.08
GO90112,BV-DR-SPAR-6PK,13884,2024-01-10,2024-01-15,2024-01-24,48.7,2,24.35
GO90113,SN-DR-MUES-2L,16713,2020-12-03,2020-12-07,2020-12-14,434.4,6,72.4
GO90114,HB-CL-SHAM-12PK,17645,2020-02-16,2020-02-20,2020-02-24,142.94,2,71.47
GO90115,HH-PC-SURF-6PK,24304,2020-05-18,2020-05-23,2020-06-01,169.92,3,56.64
GO90116,DA-DR-SOUR-2L,22404,2024-01-28,2024-02-01,2024-02-08,120.27,3,40.09
GO90117,SN-DR-CHOC-1KG,22684,2020-03-22,2020-03-28,2020-03-31,68.26,1,68.26
GO90118,BV-CL-SPAR-12PK,26742,2022-03-24,2022-03-31,2022-04-05,21.34,1,21.34
GO90119,HB-PC-NAPP-250G,22893,2021-02-06,2021-02-11,2021-02-11,139.15,5,27.83
GO90120,FR-GR-FROZ-EA,16147,2024-11-12,2024-11-16,2024-11-21,5.72,4,1.43
GO90121,HB-CL-HAND-FAMILY,29055,2020-01-07,2020-01-12,2020-01-21,7.31,1,7.31
GO90122,PR-DR-SPIN-12PK,24197,2024-04-18,2024-04-20,2024-04-26,28.22,1,28.22
GO90123,BK-CL-BURG-500G,23200,2021-06-15,2021-06-16,2021-06-27,164.76,2,82.38
GO90124,SN-PC-MIXE-FAMILY,12071,2022-08-26,2022-08-28,2022-09-03,19.09,1,19.09
GO90125,SN-DR-MUES-2L,28045,2023-01-07,2023-01-09,2023-01-18,203.7,3,67.9
GO90126,HH-PC-LAUN-250G,22872,2024-12-31,2025-01-01,2025-01-06,62.56,2,31.28
GO90127,PR-PC-ORAN-XL,16782,2023-07-20,2023-07-21,2023-08-03,461.32,4,115.33
GO90128,SN-CH-CHOC-1L,21160,2022-03-09,2022-03-13,2022-03-17,135.34,2,67.67
GO90129,PR-CL-SPIN-250G,27246,2025-11-11,2025-11-13,2025-11-21,5.24,2,2.62
GO90130,BK-CL-BURG-500G,21209,2021-07-15,2021-07-18,2021-07-23,1046.76,12,87.23
GO90131,PR-PC-ORAN-XL,27104,2021-12-19,2021-12-20,2021-12-30,257.52,2,128.76
GO90132,FR-CH-FISH-2L,15582,2022-10-25,2022-10-27,2022-11-01,299.05,5,59.81
GO90133,MT-FO-LAMB-EA,15159,2020-10-28,2020-11-03,2020-11-10,297.88,4,74.47
GO90134,PR-FO-AVOC-1L,28583,2020-05-01,2020-05-08,2020-05-15,543.9,5,108.78
GO90135,SN-DR-POPC-12PK,16935,2022-09-22,2022-09-24,2022-09-30,100.38,3,33.46
GO90136,DA-GR-MOZZ-6PK,25505,2020-09-29,2020-09-30,2020-10-08,480.0,12,40.0
GO90137,SN-FO-CHOC-XL,21196,2021-05-18,2021-05-20,2021-05-30,128.64,2,64.32
GO90138,BK-GR-CHOC-2L,15405,2020-11-28,2020-11-29,2020-12-06,59.3,2,29.65
GO90139,FR-PC-FROZ-2L,19919,2022-11-19,2022-11-22,2022-11-27,24.84,4,6.21
GO90140,BK-CH-CROI-1L,19659,2020-10-15,2020-10-20,2020-10-29,45.36,1,45.36
GO90141,HH-DR-LAUN-2L,26408,2020-05-08,2020-05-14,2020-05-21,349.65,3,116.55
GO90142,BV-CL-ORAN-12PK,17173,2026-01-03,2026-01-08,2026-01-09,151.02,2,75.51
GO90143,SN-CH-CRAC-XL,22477,2021-02-12,2021-02-19,2021-02-22,86.71,1,86.71
GO90144,FR-CL-FROZ-EA,22304,2024-03-20,2024-03-24,2024-03-31,340.38,6,56.73
GO90145,BV-DR-COLA-6PK,28096,2024-09-12,2024-09-17,2024-09-17,104.44,2,52.22
GO90146,HB-CH-BODY-500G,21127,2026-01-12,2026-01-18,2026-01-23,,6,58.24
GO90147,BV-GR-SPRI-1L,11617,2020-08-29,2020-08-30,2020-09-08,143.37,3,47.79
GO90148,DA-CH-MOZZ-1L,24509,2022-09-18,2022-09-19,2022-09-25,32.18,2,16.09
GO90149,DA-GR-MOZZ-6PK,20556,2021-08-21,2021-08-27,2021-09-03,29.59,1,29.59
GO90150,BK-CL-BURG-EA,27884,2024-03-08,2024-03-12,2024-03-18,15.82,1,15.82
GO90151,SN-CL-POPC-XL,12828,2026-02-12,2026-02-19,2026-02-21,363.36,12,30.28
GO90152,HH-CH-LAUN-12PK,20371,2021-12-23,2021-12-26,2022-01-06,139.5,5,27.9
GO90153,BK-CH-BAGE-250G,16306,2025-04-12,2025-04-13,2025-04-19,18.66,2,9.33
GO90154,BK-FO-MUFF-1KG,20072,2022-12-16,2022-12-22,2022-12-24,201.96,2,100.98
GO90155,SN-CH-MIXE-6PK,13166,2022-09-08,2022-09-12,2022-09-20,8.36,4,2.09
GO90156,SN-GR-COOK-2L,19763,2022-03-07,2022-03-14,2022-03-20,43.88,1,43.88
GO90157,SN-PC-COOK-1KG,19798,2023-10-27,2023-10-31,2023-11-03,84.55,1,84.55
GO90158,BK-FO-CHOC-12PK,17369,2023-04-28,2023-04-30,2023-05-12,71.15,1,71.15
GO90159,PN-CL-BASM-1KG,25091,2021-04-29,2021-05-03,2021-05-11,540.85,5,108.17
GO90160,BK-CH-BAGE-250G,20936,2024-01-03,2024-01-04,2024-01-09,112.32,12,9.36
GO90161,HH-CH-PAPE-6PK,25957,2025-01-24,2025-01-31,2025-02-07,14.77,1,14.77
GO90162,FR-DR-FISH-12PK,22830,2024-02-10,2024-02-12,2024-02-22,237.0,6,39.5
GO90163,HB-GR-SHAM-12PK,29073,2025-09-19,2025-09-25,2025-09-27,89.4,3,29.8
GO90164,HB-CH-BODY-EA,19654,2024-07-17,2024-07-21,2024-07-30,88.32,3,29.44
GO90165,MT-CL-SALM-500G,23665,2021-05-11,2021-05-17,2021-05-17,65.44,2,32.72
GO90166,PR-CL-BANA-1L,14796,2021-03-22,2021-03-27,2021-04-02,65.62,1,65.62
GO90167,BV-DR-COLA-6PK,14228,2020-11-10,2020-11-12,2020-11-22,194.92,4,48.73
GO90168,BK-PC-BAGE-1KG,29028,2023-12-24,2023-12-31,2023-12-30,84.38,2,42.19
GO90169,BK-CH-BURG-1L,21191,2024-04-01,2024-04-07,2024-04-09,84.96,2,42.48
GO90170,PN-FO-OLIV-XL,28447,2022-01-16,2022-01-18,2022-01-30,898.68,12,74.89
GO90171,HH-GR-PAPE-FAMILY,16817,2023-07-02,2023-07-06,2023-07-14,76.6,2,38.3
GO90172,FR-DR-FROZ-2L,29013,2025-09-03,2025-09-10,2025-09-10,59.76,1,59.76
GO90173,FR-CL-FISH-EA,15912,2025-03-28,2025-03-30,2025-04-08,354.6,6,59.1
GO90174,MT-DR-BEEF-1L,24145,2020-05-04,2020-05-05,2020-05-12,118.88,4,29.72
GO90175,PN-PC-TUNA-FAMILY,24778,2023-01-16,2023-01-23,2023-01-21,62.85,5,12.57
GO90176,HB-CH-NAPP-12PK,18178,2022-09-24,2022-09-27,2022-10-07,382.48,4,95.62
GO90177,HH-CH-LAUN-12PK,23646,2020-03-02,2020-03-03,2020-03-12,111.9,5,22.38
GO90178,HB-CL-HAND-FAMILY,23154,2021-08-22,2021-08-26,2021-08-30,30.05,5,6.01
GO90179,BK-PC-BAGE-1KG,26362,2022-08-31,2022-09-01,2022-09-06,171.27,3,57.09
GO90180,FR-DR-ICEC-1L,19859,2022-02-12,2022-02-18,2022-02-26,175.98,3,58.66
GO90181,DA-GR-SOUR-1KG,26584,2026-04-08,2026-04-10,2026-04-14,54.24,1,54.24
GO90182,HB-GR-BODY-1L,29245,2026-01-19,2026-01-20,2026-02-01,60.51,1,60.51
GO90183,BV-FO-SPRI-FAMILY,27603,2021-03-12,2021-03-15,2021-03-20,173.7,10,17.37
GO90184,BK-DR-BAGE-12PK,18640,2025-10-04,2025-10-10,2025-10-15,24.86,2,12.43
GO90185,SN-DR-CHOC-EA,20708,2026-02-05,2026-02-12,2026-02-10,48.41,1,48.41
GO90186,PN-PC-TUNA-FAMILY,21593,2025-07-21,2025-07-26,2025-08-02,381.24,12,31.77
GO90187,PN-DR-TUNA-2L,13296,2024-08-06,2024-08-11,2024-08-15,57.32,2,28.66
GO90188,HH-GR-DISH-1L,13885,2021-04-27,2021-04-30,2021-05-06,77.96,1,77.96
GO90189,BK-CL-CHOC-500G,22836,2025-07-21,2025-07-22,2025-07-30,146.94,3,48.98
GO90190,BV-DR-GREE-6PK,17348,2023-09-11,2023-09-18,2023-09-21,61.34,1,61.34
GO90191,MT-CL-SALM-500G,21304,2024-02-02,2024-02-06,2024-02-16,58.32,2,29.16
GO90192,HB-CL-HAND-FAMILY,16841,2021-01-12,2021-01-14,2021-01-18,31.92,4,7.98
GO90193,FR-PC-FISH-250G,19265,2023-10-03,2023-10-05,2023-10-13,73.08,6,12.18
GO90194,SN-CH-COOK-250G,28764,2026-01-13,2026-01-20,2026-01-21,27.52,2,13.76
GO90195,HH-PC-BINB-6PK,24169,2023-06-22,2023-06-29,2023-07-01,49.77,1,49.77
GO90196,FR-CL-FISH-1KG,19252,2025-10-07,2025-10-13,2025-10-21,38.14,2,19.07
GO90197,PR-CH-ORAN-500G,23465,2022-04-07,2022-04-08,2022-04-16,211.44,3,70.48
GO90198,BV-DR-GREE-250G,11552,2021-05-29,2021-06-03,2021-06-08,64.35,3,21.45
GO90199,HB-GR-HAND-6PK,25511,2021-02-09,2021-02-15,2021-02-15,5.98,2,2.99
GO90200,PR-PC-POTA-1L,26934,2024-02-28,2024-03-02,2024-03-05,2.68,1,2.68
GO90201,PR-FO-CARR-6PK,18117,2024-02-07,2024-02-12,2024-02-17,249.24,12,20.77
GO90202,FR-CL-FROZ-FAMILY,22757,2026-01-01,2026-01-06,2026-01-06,68.0,1,68.0
GO90203,MT-PC-SAUS-250G,27465,2026-02-16,2026-02-18,2026-02-24,14.0,2,7.0
GO90204,PR-DR-BANA-XL,24340,2024-03-07,2024-03-10,2024-03-20,28.31,1,28.31
GO90205,BV-CL-COLA-1L,17463,2025-11-19,2025-11-20,2025-11-25,349.92,4,87.48
GO90206,HB-CL-HAND-1L,19954,2025-05-12,2025-05-13,2025-05-26,95.39,1,95.39
GO90207,HB-GR-BODY-12PK,13754,2024-09-30,2024-10-03,2024-10-12,282.75,5,56.55
GO90208,HB-CL-HAND-FAMILY,25150,2020-09-16,2020-09-18,2020-09-22,31.32,4,7.83
GO90209,PR-FO-AVOC-EA,17295,2023-10-25,2023-10-27,2023-11-05,70.93,1,70.93
GO90210,SN-GR-POPC-2L,20583,2022-02-05,2022-02-11,2022-02-19,64.6,1,64.6
GO90211,BK-FO-BURG-1KG,20487,2021-05-28,2021-05-29,2021-06-07,104.9,10,10.49
GO90212,PR-CL-BANA-1L,26941,2022-09-29,2022-10-02,2022-10-12,68.46,1,68.46
GO90213,HH-CH-LAUN-12PK,22547,2024-11-08,2024-11-13,2024-11-15,30.25,5,6.05
GO90214,MT-DR-BEEF-1L,24516,2021-09-03,2021-09-05,2021-09-16,25.93,1,25.93
GO90215,BV-DR-SPRI-2L,17344,2024-02-13,2024-02-15,2024-02-24,27.28,4,6.82
GO90216,BV-GR-GREE-FAMILY,16736,2024-01-17,2024-01-24,2024-01-29,3.84,4,0.96
GO90217,PR-CH-POTA-250G,24774,2025-06-08,2025-06-13,2025-06-22,366.72,6,61.12
GO90218,BK-CH-CROI-1L,22917,2022-12-31,2023-01-01,2023-01-09,105.99,3,35.33
GO90219,BV-CL-SPRI-FAMILY,25268,2023-10-26,2023-10-29,2023-11-08,84.15,5,16.83
GO90220,PR-CL-BANA-1L,17777,2025-11-02,2025-11-04,2025-11-15,404.64,6,67.44
GO90221,FR-GR-ICEC-EA,15856,2022-04-05,2022-04-12,2022-04-18,118.1,2,59.05
GO90222,FR-PC-FROZ-250G,20898,2023-11-07,2023-11-09,2023-11-18,153.06,2,76.53
GO90223,MT-CH-CHIC-EA,20465,2025-02-13,2025-02-14,2025-02-25,61.62,1,61.62
GO90224,HH-FO-DISH-1KG,15523,2023-12-27,2024-01-02,2024-01-03,112.28,1,112.28
GO90225,HH-DR-LAUN-2L,15301,2020-09-10,2020-09-17,2020-09-16,255.24,2,127.62
GO90226,SN-GR-CHOC-1KG,15660,2021-06-09,2021-06-10,2021-06-20,56.98,1,56.98
GO90227,BK-PC-BAGE-FAMILY,16435,2025-10-12,2025-10-13,2025-10-19,9.79,1,9.79
GO90228,FR-CH-FROZ-2L,26725,2020-11-30,2020-12-05,2020-12-06,84.71,1,84.71
GO90229,HH-CH-SURF-EA,12847,2022-09-28,2022-10-02,2022-10-07,952.2,10,95.22
GO90230,DA-DR-SOUR-2L,28013,2020-12-17,2020-12-19,2020-12-24,64.86,2,32.43
GO90231,SN-PC-COOK-1KG,27608,2020-03-31,2020-04-04,2020-04-11,391.52,4,97.88
GO90232,FR-DR-FROZ-2L,26748,2023-05-30,2023-06-03,2023-06-12,62.84,1,62.84
GO90233,SN-CH-COOK-FAMILY,12577,2024-02-02,2024-02-04,2024-02-08,13.0,4,3.25
GO90234,BV-FO-INST-FAMILY,28745,2022-01-13,2022-01-20,2022-01-21,188.92,2,94.46
GO90235,HB-CL-HAND-FAMILY,22225,2026-02-08,2026-02-13,2026-02-21,8.16,1,8.16
GO90236,SN-DR-MIXE-EA,25679,2020-07-08,2020-07-14,2020-07-16,620.4,6,103.4
GO90237,PN-GR-OLIV-XL,11117,2026-03-29,2026-04-05,2026-04-09,95.9,1,95.9
GO90238,SN-CH-POTA-1KG,24718,2021-03-26,2021-03-30,2021-04-01,31.98,3,10.66
GO90239,BK-PC-WHOL-XL,20277,2025-01-09,2025-01-11,2025-01-23,25.72,1,25.72
GO90240,BK-PC-BAGE-XL,22823,2024-09-06,2024-09-09,2024-09-12,159.92,4,39.98
GO90241,DA-PC-BUTT-250G,14378,2025-11-18,2025-11-23,2025-11-26,60.18,1,60.18
GO90242,PN-DR-BAKE-FAMILY,14269,2024-05-05,2024-05-06,2024-05-18,146.18,2,73.09
GO90243,HB-CL-NAPP-1L,15355,2022-10-30,2022-11-01,2022-11-04,51.56,2,25.78
GO90244,HH-PC-BINB-1L,15925,2021-06-17,2021-06-23,2021-06-28,101.03,1,101.03
GO90245,HB-PC-BODY-250G,17148,2021-09-18,2021-09-24,2021-09-23,112.62,2,56.31
GO90246,BV-GR-ENER-250G,25859,2024-03-12,2024-03-14,2024-03-22,38.11,1,38.11
GO90247,FR-GR-ICEC-1KG,22052,2024-11-03,2024-11-07,2024-11-12,,2,40.84
GO90248,FR-DR-FROZ-2L,20380,2024-02-16,2024-02-19,2024-03-01,146.26,2,73.13
GO90249,BK-CH-MUFF-500G,25055,2023-12-21,2023-12-28,2023-12-27,128.92,4,32.23
GO90250,BK-FO-BURG-12PK,18634,2020-12-18,2020-12-20,2020-12-30,88.61,1,88.61
GO90251,SN-GR-MIXE-12PK,18266,2022-07-13,2022-07-20,2022-07-27,590.2,10,59.02
GO90252,HH-PC-PAPE-2L,29395,2020-10-13,2020-10-19,2020-10-21,371.2,4,92.8
GO90253,FR-CL-FROZ-EA,17392,2025-07-30,2025-08-04,2025-08-10,125.56,2,62.78
GO90254,SN-DR-MIXE-6PK,21980,2023-12-12,2023-12-19,2023-12-23,78.21,3,26.07
GO90255,PN-CL-SPAG-1KG,16639,2022-05-03,2022-05-10,2022-05-10,59.46,1,59.46
GO90256,PN-GR-OLIV-XL,11640,2022-01-05,2022-01-10,2022-01-16,740.76,6,123.46
GO90257,BK-FO-CROI-EA,12766,2024-09-01,2024-09-07,2024-09-11,32.98,1,32.98
GO90258,SN-DR-MUES-1KG,26732,2024-10-04,2024-10-06,2024-10-18,27.93,1,27.93
GO90259,HB-PC-BODY-250G,20859,2020-05-28,2020-06-01,2020-06-08,57.7,1,57.7
GO90260,SN-CH-COOK-250G,17391,2026-03-04,2026-03-08,2026-03-14,31.92,1,31.92
GO90261,FR-FO-FROZ-XL,25460,2023-05-01,2023-05-07,2023-05-11,162.64,2,81.32
GO90262,FR-GR-ICEC-1KG,15873,2025-04-22,2025-04-29,2025-05-03,42.24,1,42.24
GO90263,PR-CL-TOMA-2L,22464,2020-08-09,2020-08-12,2020-08-19,284.85,3,94.95
GO90264,FR-GR-ICEC-1KG,26639,2024-08-15,2024-08-16,2024-08-20,69.42,2,34.71
GO90265,PN-CH-BAKE-2L,15842,2023-08-22,2023-08-25,2023-08-31,48.75,3,16.25
GO90266,HH-DR-LAUN-2L,16559,2021-09-06,2021-09-12,2021-09-14,134.87,1,134.87
GO90267,DA-DR-MOZZ-1L,22999,2020-06-22,2020-06-26,2020-06-27,168.0,5,33.6
GO90268,DA-GR-SOUR-12PK,24885,2021-11-23,2021-11-30,2021-12-04,168.93,3,56.31
GO90269,BV-DR-SPAR-6PK,26269,2023-09-30,2023-10-05,2023-10-07,75.33,3,25.11
GO90270,BK-PC-CROI-EA,17225,2020-08-16,2020-08-21,2020-08-22,116.01,3,38.67
GO90271,BV-DR-GREE-6PK,18215,2025-05-16,2025-05-21,2025-05-27,162.57,3,54.19
GO90272,FR-CL-FROZ-FAMILY,14946,2022-07-10,2022-07-13,2022-07-24,66.44,1,66.44
GO90273,BV-GR-ENER-250G,15562,2020-03-03,2020-03-10,2020-03-12,189.68,4,47.42
GO90274,PR-CH-BANA-12PK,22971,2022-11-18,2022-11-19,2022-12-01,35.1,5,7.02
GO90275,SN-GR-MIXE-12PK,14650,2023-07-25,2023-07-29,2023-08-08,64.35,1,64.35
GO90276,MT-GR-PRAW-XL,16853,2024-02-04,2024-02-11,2024-02-18,88.05,1,88.05
GO90277,DA-GR-SOUR-12PK,25121,2024-06-23,2024-06-27,2024-06-30,249.1,5,49.82
GO90278,HB-GR-PAIN-1KG,24898,2023-07-17,2023-07-24,2023-07-23,678.2,10,67.82
GO90279,BV-GR-GREE-FAMILY,28884,2024-08-21,2024-08-27,2024-08-30,1.98,2,0.99
GO90280,HH-DR-LAUN-2L,17159,2020-11-02,2020-11-04,2020-11-08,94.89,1,94.89
GO90281,PR-PC-POTA-1L,15861,2025-06-03,2025-06-07,2025-06-17,83.07,3,27.69
GO90282,DA-FO-GREE-XL,29350,2022-08-13,2022-08-19,2022-08-27,98.85,3,32.95
GO90283,PR-FO-LETT-XL,12348,2024-08-17,2024-08-24,2024-08-25,258.2,10,25.82
GO90284,PN-CH-SUGA-2L,13864,2025-11-24,2025-11-25,2025-12-01,9.8,2,4.9
GO90285,BK-GR-CHOC-2L,25513,2026-05-07,2026-05-09,2026-05-16,76.9,2,38.45
GO90286,PN-FO-OLIV-XL,18914,2022-02-18,2022-02-21,2022-02-24,129.48,2,64.74
GO90287,PN-PC-TUNA-FAMILY,16066,2025-07-31,2025-08-02,2025-08-09,14.61,3,4.87
GO90288,FR-CL-ICEC-500G,15561,2025-11-24,2025-11-25,2025-12-05,770.4,12,64.2
GO90289,BV-PC-GREE-FAMILY,16739,2020-02-20,2020-02-27,2020-02-27,182.94,2,91.47
GO90290,DA-FO-WHOL-1L,23074,2023-04-15,2023-04-20,2023-04-24,153.62,2,76.81
GO90291,MT-CL-SALM-500G,17609,2023-06-29,2023-07-02,2023-07-13,73.86,3,24.62
GO90292,BV-PC-GREE-EA,17462,2025-08-30,2025-09-03,2025-09-05,0.97,1,0.97
GO90293,BK-FO-BURG-12PK,21635,2023-08-09,2023-08-13,2023-08-23,70.07,1,70.07
GO90294,PR-PC-POTA-1L,14279,2021-10-12,2021-10-17,2021-10-21,31.52,1,31.52
GO90295,MT-GR-SALM-250G,22873,2022-07-30,2022-08-02,2022-08-05,114.3,2,57.15
GO90296,HH-PC-SURF-6PK,21066,2025-02-08,2025-02-10,2025-02-14,190.8,4,47.7
GO90297,HB-CL-PAIN-12PK,18551,2026-05-26,2026-05-27,2026-06-03,451.55,5,90.31
GO90298,FR-CH-FROZ-250G,26949,2020-08-07,2020-08-08,2020-08-18,82.36,1,82.36
GO90299,FR-CH-ICEC-XL,20927,2021-04-22,2021-04-26,2021-05-04,227.32,4,56.83
GO90300,PN-PC-TUNA-12PK,27707,2024-06-02,2024-06-07,2024-06-08,122.94,2,61.47
GO90301,DA-FO-CREA-12PK,16850,2023-12-29,2023-12-30,2024-01-12,153.56,4,38.39
GO90302,PN-CL-BAKE-12PK,19317,2020-07-26,2020-07-27,2020-07-31,384.09,3,128.03
GO90303,PN-PC-SUGA-6PK,19567,2023-04-27,2023-05-02,2023-05-06,120.99,1,120.99
GO90304,SN-GR-MIXE-EA,16358,2024-12-01,2024-12-06,2024-12-09,51.34,1,51.34
GO90305,FR-PC-FROZ-EA,19183,2024-06-24,2024-06-25,2024-07-04,197.08,2,98.54
GO90306,PR-CL-TOMA-500G,24738,2024-04-03,2024-04-09,2024-04-11,253.05,3,84.35
GO90307,DA-CH-CREA-12PK,27706,2023-03-01,2023-03-03,2023-03-13,9.02,1,9.02
GO90308,BV-DR-ENER-500G,23525,2020-05-01,2020-05-02,2020-05-12,248.52,12,20.71
GO90309,SN-GR-COOK-2L,27475,2022-05-10,2022-05-14,2022-05-21,98.6,2,49.3
GO90310,PN-CL-BASM-XL,22862,2023-07-04,2023-07-09,2023-07-15,468.84,6,78.14
GO90311,BV-GR-GREE-FAMILY,14229,2022-02-09,2022-02-15,2022-02-14,6.54,6,1.09
GO90312,FR-CL-FISH-EA,13974,2025-12-01,2025-12-06,2025-12-09,89.1,2,44.55
GO90313,PN-PC-SUGA-6PK,18476,2022-01-29,2022-02-05,2022-02-05,113.17,1,113.17
GO90314,PR-CH-BANA-12PK,19659,2026-05-15,2026-05-21,2026-05-29,30.18,3,10.06
GO90315,FR-CH-FROZ-1L,11480,2022-11-23,2022-11-30,2022-12-03,337.05,3,112.35
GO90316,BV-PC-GREE-EA,11787,2025-08-04,2025-08-07,2025-08-15,1.09,1,1.09
GO90317,DA-GR-SOUR-12PK,21856,2022-04-17,2022-04-18,2022-04-25,56.94,1,56.94
GO90318,BV-FO-ORAN-1L,21857,2026-04-13,2026-04-16,2026-04-22,147.32,4,36.83
GO90319,BK-CL-BURG-6PK,26454,2024-05-18,2024-05-23,2024-05-28,40.02,2,20.01
GO90320,PR-GR-TOMA-12PK,15332,2021-05-04,2021-05-10,2021-05-09,122.79,1,122.79
GO90321,BK-FO-MUFF-1KG,19468,2021-12-14,2021-12-21,2021-12-24,230.52,2,115.26
GO90322,SN-GR-CHOC-1KG,18930,2026-04-13,2026-04-20,2026-04-27,264.8,5,52.96
GO90323,BV-PC-GREE-FAMILY,28710,2026-04-02,2026-04-05,2026-04-16,539.7,6,89.95
GO90324,HB-CL-PAIN-FAMILY,15187,2021-02-21,2021-02-24,2021-02-27,98.46,3,32.82
GO90325,PR-GR-TOMA-12PK,23610,2022-09-03,2022-09-08,2022-09-14,178.5,2,89.25
GO90326,FR-FO-FROZ-XL,27581,2021-08-06,2021-08-07,2021-08-12,151.22,2,75.61
GO90327,HB-CL-NAPP-1L,17441,2022-01-16,2022-01-19,2022-01-23,98.79,3,32.93
GO90328,HB-GR-NAPP-XL,26447,2023-11-14,2023-11-18,2023-11-25,77.79,1,77.79
GO90329,HH-FO-DISH-1KG,18708,2020-03-13,2020-03-14,2020-03-20,284.73,3,94.91
GO90330,MT-CL-PRAW-250G,27548,2020-04-11,2020-04-15,2020-04-24,541.15,5,108.23
GO90331,MT-CH-CHIC-250G,25729,2024-06-21,2024-06-28,2024-07-05,117.74,1,117.74
GO90332,PR-GR-ORAN-12PK,18875,2024-09-10,2024-09-11,2024-09-16,316.8,4,79.2
GO90333,DA-DR-MOZZ-1L,17466,2024-11-20,2024-11-22,2024-11-28,183.84,4,45.96
GO90334,DA-GR-CHED-12PK,18084,2023-09-21,2023-09-23,2023-10-04,4.33,1,4.33
GO90335,HB-DR-HAND-250G,17377,2024-08-05,2024-08-10,2024-08-17,138.0,4,34.5
GO90336,DA-GR-ALMO-250G,14465,2021-06-28,2021-07-04,2021-07-04,19.36,4,4.84
GO90337,FR-FO-FROZ-1KG,20869,2021-04-14,2021-04-21,2021-04-21,85.32,3,28.44
GO90338,DA-GR-MOZZ-6PK,21867,2021-11-09,2021-11-13,2021-11-22,295.7,10,29.57
GO90339,FR-PC-FISH-250G,27242,2020-11-15,2020-11-16,2020-11-25,125.4,12,10.45
GO90340,PR-GR-BANA-1KG,16277,2025-09-08,2025-09-11,2025-09-21,49.77,1,49.77
GO90341,SN-CH-POPC-12PK,21038,2023-10-04,2023-10-07,2023-10-10,52.48,2,26.24
GO90342,SN-FO-MUES-XL,22003,2025-11-16,2025-11-18,2025-11-29,52.97,1,52.97
GO90343,SN-DR-CHOC-1KG,11924,2024-04-21,2024-04-22,2024-04-26,125.06,2,62.53
GO90344,DA-GR-BUTT-1KG,27300,2021-07-28,2021-07-29,2021-08-02,217.66,2,108.83
GO90345,BK-PC-BAGE-250G,11818,2025-02-15,2025-02-16,2025-02-25,61.68,4,15.42
GO90346,MT-PC-SAUS-250G,14492,2023-05-15,2023-05-19,2023-05-22,10.56,1,10.56
GO90347,PN-FO-TOMA-2L,17594,2021-06-05,2021-06-07,2021-06-19,24.69,1,24.69
GO90348,MT-GR-LAMB-6PK,20335,2020-08-05,2020-08-09,2020-08-18,233.52,12,19.46
GO90349,PR-CL-APPL-6PK,28167,2022-01-12,2022-01-15,2022-01-22,190.35,3,63.45
GO90350,PN-FO-OLIV-XL,25684,2021-05-03,2021-05-10,2021-05-12,138.0,2,69.0
GO90351,FR-PC-FROZ-250G,14027,2024-08-10,2024-08-12,2024-08-19,172.6,2,86.3
GO90352,SN-DR-POTA-EA,22764,2022-12-31,2023-01-02,2023-01-05,115.92,1,115.92
GO90353,BV-PC-GREE-FAMILY,22888,2020-10-17,2020-10-24,2020-10-24,560.22,6,93.37
GO90354,MT-DR-LAMB-500G,23189,2024-05-24,2024-05-25,2024-05-29,30.46,1,30.46
